,Model##other##,Description##other##,Left Storage Tower##other##,Right Storage Tower##other##,Has Left Double Doors##other##,Has Right Double Doors##other##
"Left Full Wardrobe, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108744FFFF6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
"Left Full Wardrobe, File File, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108744FFFF7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & Lower Door, Double Doors",ZXDS108745DDDD1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108745DDDD2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108745DDDD3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108745DDDD4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108745DDDD5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108745DDDD6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108745DDDD7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108745DDFF1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108745DDFF2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108745DDFF3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Full Wardrobe, File File",ZXDS108745DDFF4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Full Wardrobe,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & Lower Door, File File",ZXDS108745DDFF5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108745DDFF6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108745DDFF7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & Lower Door, Double Doors",ZXDS108745FFDD1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108745FFDD2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108745FFDD3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Full Wardrobe, Double Doors",ZXDS108745FFDD4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Full Wardrobe,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108745FFDD5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108745FFDD6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108745FFDD7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,1
