,Model##other##,Description##other##,Left Storage Tower##other##,Right Storage Tower##other##,Has Left Double Doors##other##,Has Right Double Doors##other##
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108905DDFF1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108905DDFF2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108905DDFF3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Full Wardrobe, File File",ZXDS108905DDFF4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Full Wardrobe,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & Lower Door, File File",ZXDS108905DDFF5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108905DDFF6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108905DDFF7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & Lower Door, Double Doors",ZXDS108905FFDD1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108905FFDD2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108905FFDD3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Full Wardrobe, Double Doors",ZXDS108905FFDD4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Full Wardrobe,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108905FFDD5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108905FFDD6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108905FFDD7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & Lower Door, File File",ZXDS108905FFFF1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & File File Pedestal, File File",ZXDS108905FFFF2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108905FFFF3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Full Wardrobe, File File",ZXDS108905FFFF4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108905FFFF5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108905FFFF6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108905FFFF7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & Lower Door, Double Doors",ZXDS108906DDDD1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108906DDDD2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108906DDDD3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108906DDDD4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108906DDDD5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108906DDDD6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108906DDDD7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108906DDFF1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108906DDFF2L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108906DDFF3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Full Wardrobe, File File",ZXDS108906DDFF4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, File File",ZXDS108906DDFF5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108906DDFF6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108906DDFF7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & Lower Door, Double Doors",ZXDS108906FFDD1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108906FFDD2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108906FFDD3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Full Wardrobe, Double Doors",ZXDS108906FFDD4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108906FFDD5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108906FFDD6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108906FFDD7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & Lower Door, File File",ZXDS108906FFFF1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & File File Pedestal, File File",ZXDS108906FFFF2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108906FFFF3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Full Wardrobe, File File",ZXDS108906FFFF4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108906FFFF5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108906FFFF6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108906FFFF7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,0
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Shelves & Lower Door, Double Doors",ZXDS108907DDDD1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108907DDDD2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108907DDDD3N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108907DDDD4N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108907DDDD5N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108907DDDD6N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108907DDDD7N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108907DDFF1N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108907DDFF2N,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
